110	Lecture series is very good	Lecture\B series\I is\O very\O good\O	Lecture\O series\O is\O very\B good\I
120	Lecture series structured very well	Lecture\B series\I structured\O very\O well\O	Lecture\O series\O structured\O very\O well\B
130	The module was well structured . But with other modules we had tough time in managing the project . It was a tough semester	The\O module\B was\O well\O structured\O .\O But\O with\O other\O modules\O we\O had\O tough\O time\O in\O managing\O the\O project\O .\O It\O was\O a\O tough\O semester\O	The\O module\O was\O well\B structured\O .\O But\O with\O other\O modules\O we\O had\O tough\O time\O in\O managing\O the\O project\O .\O It\O was\O a\O tough\O semester\O
141	The module was well structured . But with other modules we had tough time in managing the project . It was a tough semester	The\O module\O was\O well\O structured\O .\O But\O with\O other\B modules\I we\O had\O tough\O time\O in\O managing\O the\O project\O .\O It\O was\O a\O tough\O semester\O	The\O module\O was\O well\O structured\O .\O But\O with\O other\O modules\O we\O had\O tough\B time\O in\O managing\O the\O project\O .\O It\O was\O a\O tough\O semester\O
152	The module was well structured . But with other modules we had tough time in managing the project . It was a tough semester	The\O module\O was\O well\O structured\O .\O But\O with\O other\O modules\O we\O had\O tough\O time\O in\O managing\B the\I project\I .\O It\O was\O a\O tough\O semester\O	The\O module\O was\O well\O structured\O .\O But\O with\O other\O modules\O we\O had\O tough\B time\O in\O managing\O the\O project\O .\O It\O was\O a\O tough\O semester\O
163	The module was well structured . But with other modules we had tough time in managing the project . It was a tough semester	The\O module\O was\O well\O structured\O .\O But\O with\O other\O modules\O we\O had\O tough\O time\O in\O managing\O the\O project\O .\O It\O was\O a\O tough\O semester\B	The\O module\O was\O well\O structured\O .\O But\O with\O other\O modules\O we\O had\O tough\O time\O in\O managing\O the\O project\O .\O It\O was\O a\O tough\B semester\O
170	The lecture series was good but the semester project was really tough .	The\O lecture\B series\I was\O good\O but\O the\O semester\O project\O was\O really\O tough\O .\O	The\O lecture\O series\O was\O good\B but\O the\O semester\O project\O was\O really\O tough\O .\O
181	The lecture series was good but the semester project was really tough .	The\O lecture\O series\O was\O good\O but\O the\O semester\B project\I was\O really\O tough\O .\O	The\O lecture\O series\O was\O good\O but\O the\O semester\O project\O was\O really\O tough\B .\O
190	It is better if you can give the example codes that were discussed in the class to understand concepts clearly .	It\O is\O better\O if\O you\O can\O give\B the\I example\I codes\I that\O were\O discussed\O in\O the\O class\O to\O understand\O concepts\O clearly\O .\O	It\O is\O better\O if\O you\O can\O give\O the\O example\O codes\O that\O were\O discussed\O in\O the\O class\O to\O understand\B concepts\O clearly\O .\O
200	Overall lectures were good . But it would have been better if Design Patterns were taught as in the middle of the lecture series . Last three weeks would n't give us enough time to get our hands on design patterns .	Overall\B lectures\I were\O good\O .\O But\O it\O would\O have\O been\O better\O if\O Design\O Patterns\O were\O taught\O as\O in\O the\O middle\O of\O the\O lecture\O series\O .\O Last\O three\O weeks\O would\O n't\O give\O us\O enough\O time\O to\O get\O our\O hands\O on\O design\O patterns\O .\O	Overall\O lectures\O were\O good\B .\O But\O it\O would\O have\O been\O better\O if\O Design\O Patterns\O were\O taught\O as\O in\O the\O middle\O of\O the\O lecture\O series\O .\O Last\O three\O weeks\O would\O n't\O give\O us\O enough\O time\O to\O get\O our\O hands\O on\O design\O patterns\O .\O
211	Overall lectures were good . But it would have been better if Design Patterns were taught as in the middle of the lecture series . Last three weeks would n't give us enough time to get our hands on design patterns .	Overall\O lectures\O were\O good\O .\O But\O it\O would\O have\O been\O better\O if\O Design\B Patterns\I were\O taught\O as\O in\O the\O middle\O of\O the\O lecture\O series\O .\O Last\O three\O weeks\O would\O n't\O give\O us\O enough\O time\O to\O get\O our\O hands\O on\O design\O patterns\O .\O	Overall\O lectures\O were\O good\O .\O But\O it\O would\O have\O been\O better\O if\O Design\O Patterns\O were\O taught\O as\O in\O the\O middle\B of\O the\O lecture\O series\O .\O Last\O three\O weeks\O would\O n't\O give\O us\O enough\O time\O to\O get\O our\O hands\O on\O design\O patterns\O .\O
222	Overall lectures were good . But it would have been better if Design Patterns were taught as in the middle of the lecture series . Last three weeks would n't give us enough time to get our hands on design patterns .	Overall\O lectures\O were\O good\O .\O But\O it\O would\O have\O been\O better\O if\O Design\O Patterns\O were\O taught\O as\O in\O the\O middle\O of\O the\O lecture\O series\O .\O Last\O three\O weeks\O would\O n't\O give\O us\O enough\O time\B to\I get\I our\I hands\I on\I design\I patterns\I .\O	Overall\O lectures\O were\O good\O .\O But\O it\O would\O have\O been\O better\O if\O Design\O Patterns\O were\O taught\O as\O in\O the\O middle\O of\O the\O lecture\O series\O .\O Last\O three\O weeks\O would\B n't\I give\O us\O enough\O time\O to\O get\O our\O hands\O on\O design\O patterns\O .\O
230	Because of the semester project we got hands on experience about how a real information system is implemented	Because\O of\O the\O semester\B project\I we\O got\O hands\O on\O experience\O about\O how\O a\O real\O information\O system\O is\O implemented\O	Because\O of\O the\O semester\O project\O we\O got\O hands\O on\O experience\B about\O how\O a\O real\O information\O system\O is\O implemented\O
240	expecting more practical examples on design pattern	expecting\O more\O practical\B examples\I on\O design\O pattern\O	expecting\B more\I practical\O examples\O on\O design\O pattern\O
250	It would be better if some more relevant examples discussed in the class related to design patterns .	It\O would\O be\O better\O if\O some\O more\O relevant\B examples\I discussed\O in\O the\O class\O related\O to\O design\O patterns\O .\O	It\O would\O be\O better\O if\O some\O more\O relevant\O examples\O discussed\B in\O the\O class\O related\O to\O design\O patterns\O .\O
261	Lectures were really great . In class exercises helped a lot in understanding the practical side of the theory we learnt . Having a mid term and having in class quizzes after each lecture is also a good thing . Other than that , the project evaluation would have been better if the multi layered architecture is evaluated . This is mainly because that we spent most of the project time for designing inside of the application rather than the gui . Hence some feedback on that would have helped us a lot . Except that the semester project was a great experience .	Lectures\O were\O really\O great\O .\O In\O class\B exercises\I helped\O a\O lot\O in\O understanding\O the\O practical\O side\O of\O the\O theory\O we\O learnt\O .\O Having\O a\O mid\O term\O and\O having\O in\O class\O quizzes\O after\O each\O lecture\O is\O also\O a\O good\O thing\O .\O Other\O than\O that\O ,\O the\O project\O evaluation\O would\O have\O been\O better\O if\O the\O multi\O layered\O architecture\O is\O evaluated\O .\O This\O is\O mainly\O because\O that\O we\O spent\O most\O of\O the\O project\O time\O for\O designing\O inside\O of\O the\O application\O rather\O than\O the\O gui\O .\O Hence\O some\O feedback\O on\O that\O would\O have\O helped\O us\O a\O lot\O .\O Except\O that\O the\O semester\O project\O was\O a\O great\O experience\O .\O	Lectures\O were\O really\O great\O .\O In\O class\O exercises\O helped\O a\O lot\O in\O understanding\B the\O practical\O side\O of\O the\O theory\O we\O learnt\O .\O Having\O a\O mid\O term\O and\O having\O in\O class\O quizzes\O after\O each\O lecture\O is\O also\O a\O good\O thing\O .\O Other\O than\O that\O ,\O the\O project\O evaluation\O would\O have\O been\O better\O if\O the\O multi\O layered\O architecture\O is\O evaluated\O .\O This\O is\O mainly\O because\O that\O we\O spent\O most\O of\O the\O project\O time\O for\O designing\O inside\O of\O the\O application\O rather\O than\O the\O gui\O .\O Hence\O some\O feedback\O on\O that\O would\O have\O helped\O us\O a\O lot\O .\O Except\O that\O the\O semester\O project\O was\O a\O great\O experience\O .\O
272	Lectures were really great . In class exercises helped a lot in understanding the practical side of the theory we learnt . Having a mid term and having in class quizzes after each lecture is also a good thing . Other than that , the project evaluation would have been better if the multi layered architecture is evaluated . This is mainly because that we spent most of the project time for designing inside of the application rather than the gui . Hence some feedback on that would have helped us a lot . Except that the semester project was a great experience .	Lectures\O were\O really\O great\O .\O In\O class\B exercises\I helped\O a\O lot\O in\O understanding\O the\O practical\O side\O of\O the\O theory\O we\O learnt\O .\O Having\O a\O mid\O term\O and\O having\O in\O class\O quizzes\O after\O each\O lecture\O is\O also\O a\O good\O thing\O .\O Other\O than\O that\O ,\O the\O project\O evaluation\O would\O have\O been\O better\O if\O the\O multi\O layered\O architecture\O is\O evaluated\O .\O This\O is\O mainly\O because\O that\O we\O spent\O most\O of\O the\O project\O time\O for\O designing\O inside\O of\O the\O application\O rather\O than\O the\O gui\O .\O Hence\O some\O feedback\O on\O that\O would\O have\O helped\O us\O a\O lot\O .\O Except\O that\O the\O semester\O project\O was\O a\O great\O experience\O .\O	Lectures\O were\O really\O great\O .\O In\O class\O exercises\O helped\B a\O lot\O in\O understanding\O the\O practical\O side\O of\O the\O theory\O we\O learnt\O .\O Having\O a\O mid\O term\O and\O having\O in\O class\O quizzes\O after\O each\O lecture\O is\O also\O a\O good\O thing\O .\O Other\O than\O that\O ,\O the\O project\O evaluation\O would\O have\O been\O better\O if\O the\O multi\O layered\O architecture\O is\O evaluated\O .\O This\O is\O mainly\O because\O that\O we\O spent\O most\O of\O the\O project\O time\O for\O designing\O inside\O of\O the\O application\O rather\O than\O the\O gui\O .\O Hence\O some\O feedback\O on\O that\O would\O have\O helped\O us\O a\O lot\O .\O Except\O that\O the\O semester\O project\O was\O a\O great\O experience\O .\O
284	Lectures were really great . In class exercises helped a lot in understanding the practical side of the theory we learnt . Having a mid term and having in class quizzes after each lecture is also a good thing . Other than that , the project evaluation would have been better if the multi layered architecture is evaluated . This is mainly because that we spent most of the project time for designing inside of the application rather than the gui . Hence some feedback on that would have helped us a lot . Except that the semester project was a great experience .	Lectures\O were\O really\O great\O .\O In\O class\O exercises\O helped\O a\O lot\O in\O understanding\O the\O practical\O side\O of\O the\O theory\O we\O learnt\O .\O Having\O a\O mid\O term\O and\O having\O in\O class\O quizzes\O after\O each\O lecture\O is\O also\O a\O good\O thing\O .\O Other\O than\O that\O ,\O the\O project\B evaluation\I would\O have\O been\O better\O if\O the\O multi\O layered\O architecture\O is\O evaluated\O .\O This\O is\O mainly\O because\O that\O we\O spent\O most\O of\O the\O project\O time\O for\O designing\O inside\O of\O the\O application\O rather\O than\O the\O gui\O .\O Hence\O some\O feedback\O on\O that\O would\O have\O helped\O us\O a\O lot\O .\O Except\O that\O the\O semester\O project\O was\O a\O great\O experience\O .\O	Lectures\O were\O really\O great\O .\O In\O class\O exercises\O helped\O a\O lot\O in\O understanding\O the\O practical\O side\O of\O the\O theory\O we\O learnt\O .\O Having\O a\O mid\O term\O and\O having\O in\O class\O quizzes\O after\O each\O lecture\O is\O also\O a\O good\O thing\O .\O Other\O than\O that\O ,\O the\O project\O evaluation\O would\O have\O been\O better\O if\O the\O multi\B layered\I architecture\I is\I evaluated\I .\O This\O is\O mainly\O because\O that\O we\O spent\O most\O of\O the\O project\O time\O for\O designing\O inside\O of\O the\O application\O rather\O than\O the\O gui\O .\O Hence\O some\O feedback\O on\O that\O would\O have\O helped\O us\O a\O lot\O .\O Except\O that\O the\O semester\O project\O was\O a\O great\O experience\O .\O
295	Lectures were really great . In class exercises helped a lot in understanding the practical side of the theory we learnt . Having a mid term and having in class quizzes after each lecture is also a good thing . Other than that , the project evaluation would have been better if the multi layered architecture is evaluated . This is mainly because that we spent most of the project time for designing inside of the application rather than the gui . Hence some feedback on that would have helped us a lot . Except that the semester project was a great experience .	Lectures\O were\O really\O great\O .\O In\O class\O exercises\O helped\O a\O lot\O in\O understanding\O the\O practical\O side\O of\O the\O theory\O we\O learnt\O .\O Having\O a\O mid\O term\O and\O having\O in\O class\O quizzes\O after\O each\O lecture\O is\O also\O a\O good\O thing\O .\O Other\O than\O that\O ,\O the\O project\O evaluation\O would\O have\O been\O better\O if\O the\O multi\O layered\O architecture\O is\O evaluated\O .\O This\O is\O mainly\O because\O that\O we\O spent\O most\O of\O the\O project\O time\O for\O designing\O inside\O of\O the\O application\O rather\O than\O the\O gui\O .\O Hence\O some\O feedback\B on\I that\I would\O have\O helped\O us\O a\O lot\O .\O Except\O that\O the\O semester\O project\O was\O a\O great\O experience\O .\O	Lectures\O were\O really\O great\O .\O In\O class\O exercises\O helped\O a\O lot\O in\O understanding\O the\O practical\O side\O of\O the\O theory\O we\O learnt\O .\O Having\O a\O mid\O term\O and\O having\O in\O class\O quizzes\O after\O each\O lecture\O is\O also\O a\O good\O thing\O .\O Other\O than\O that\O ,\O the\O project\O evaluation\O would\O have\O been\O better\O if\O the\O multi\O layered\O architecture\O is\O evaluated\O .\O This\O is\O mainly\O because\O that\O we\O spent\O most\O of\O the\O project\O time\O for\O designing\O inside\O of\O the\O application\O rather\O than\O the\O gui\O .\O Hence\O some\O feedback\O on\O that\O would\O have\O helped\O us\O a\O lot\B .\O Except\O that\O the\O semester\O project\O was\O a\O great\O experience\O .\O
306	Lectures were really great . In class exercises helped a lot in understanding the practical side of the theory we learnt . Having a mid term and having in class quizzes after each lecture is also a good thing . Other than that , the project evaluation would have been better if the multi layered architecture is evaluated . This is mainly because that we spent most of the project time for designing inside of the application rather than the gui . Hence some feedback on that would have helped us a lot . Except that the semester project was a great experience .	Lectures\O were\O really\O great\O .\O In\O class\O exercises\O helped\O a\O lot\O in\O understanding\O the\O practical\O side\O of\O the\O theory\O we\O learnt\O .\O Having\O a\O mid\O term\O and\O having\O in\O class\O quizzes\O after\O each\O lecture\O is\O also\O a\O good\O thing\O .\O Other\O than\O that\O ,\O the\O project\O evaluation\O would\O have\O been\O better\O if\O the\O multi\O layered\O architecture\O is\O evaluated\O .\O This\O is\O mainly\O because\O that\O we\O spent\O most\O of\O the\O project\O time\O for\O designing\O inside\O of\O the\O application\O rather\O than\O the\O gui\O .\O Hence\O some\O feedback\O on\O that\O would\O have\O helped\O us\O a\O lot\O .\O Except\O that\O the\O semester\B project\I was\O a\O great\O experience\O .\O	Lectures\O were\O really\O great\O .\O In\O class\O exercises\O helped\O a\O lot\O in\O understanding\O the\O practical\O side\O of\O the\O theory\O we\O learnt\O .\O Having\O a\O mid\O term\O and\O having\O in\O class\O quizzes\O after\O each\O lecture\O is\O also\O a\O good\O thing\O .\O Other\O than\O that\O ,\O the\O project\O evaluation\O would\O have\O been\O better\O if\O the\O multi\O layered\O architecture\O is\O evaluated\O .\O This\O is\O mainly\O because\O that\O we\O spent\O most\O of\O the\O project\O time\O for\O designing\O inside\O of\O the\O application\O rather\O than\O the\O gui\O .\O Hence\O some\O feedback\O on\O that\O would\O have\O helped\O us\O a\O lot\O .\O Except\O that\O the\O semester\O project\O was\O a\O great\B experience\O .\O
310	Lecture series was very good . If we had more time to discuss coding examples , it would have been better to understand the usage of some concepts .	Lecture\B series\I was\O very\O good\O .\O If\O we\O had\O more\O time\O to\O discuss\O coding\O examples\O ,\O it\O would\O have\O been\O better\O to\O understand\O the\O usage\O of\O some\O concepts\O .\O	Lecture\O series\O was\O very\O good\B .\O If\O we\O had\O more\O time\O to\O discuss\O coding\O examples\O ,\O it\O would\O have\O been\O better\O to\O understand\O the\O usage\O of\O some\O concepts\O .\O
321	Lecture series was very good . If we had more time to discuss coding examples , it would have been better to understand the usage of some concepts .	Lecture\O series\O was\O very\O good\O .\O If\O we\O had\O more\O time\B to\I discuss\I coding\I examples\I ,\O it\O would\O have\O been\O better\O to\O understand\O the\O usage\O of\O some\O concepts\O .\O	Lecture\O series\O was\O very\O good\O .\O If\O we\O had\O more\B time\O to\O discuss\O coding\O examples\O ,\O it\O would\O have\O been\O better\O to\O understand\O the\O usage\O of\O some\O concepts\O .\O
330	the overall lecture series was good	the\O overall\B lecture\I series\I was\O good\O	the\O overall\O lecture\O series\O was\O good\B
340	one of the good lecturer ... please dont change the lecturer in future ...	one\O of\O the\O good\O lecturer\B ...\O please\O dont\O change\O the\O lecturer\O in\O future\O ...\O	one\O of\O the\O good\B lecturer\O ...\O please\O dont\O change\O the\O lecturer\O in\O future\O ...\O
351	one of the good lecturer ... please dont change the lecturer in future ...	one\O of\O the\O good\O lecturer\O ...\O please\O dont\O change\O the\O lecturer\B in\O future\O ...\O	one\O of\O the\O good\O lecturer\O ...\O please\O dont\B change\I the\O lecturer\O in\O future\O ...\O
360	Expecting more exercises and working examples similar to exam questions and practical things .	Expecting\O more\O exercises\B and\O working\O examples\O similar\O to\O exam\O questions\O and\O practical\O things\O .\O	Expecting\B more\I exercises\O and\O working\O examples\O similar\O to\O exam\O questions\O and\O practical\O things\O .\O
371	Expecting more exercises and working examples similar to exam questions and practical things .	Expecting\O more\O exercises\O and\O working\B examples\I similar\O to\O exam\O questions\O and\O practical\O things\O .\O	Expecting\B more\I exercises\O and\O working\O examples\O similar\O to\O exam\O questions\O and\O practical\O things\O .\O
380	Lecture series can be recommended as good .	Lecture\B series\I can\O be\O recommended\O as\O good\O .\O	Lecture\O series\O can\O be\O recommended\O as\O good\B .\O
390	Explanation of the lesson is very good .	Explanation\B of\I the\I lesson\I is\O very\O good\O .\O	Explanation\O of\O the\O lesson\O is\O very\O good\B .\O
400	On the whole , the lecture series could be recommended as good	On\O the\O whole\B ,\I the\I lecture\I series\I could\O be\O recommended\O as\O good\O	On\O the\O whole\O ,\O the\O lecture\O series\O could\O be\O recommended\O as\O good\B
410	No comments .	No\B comments\I .\O	No\B comments\I .\O
420	Design pattern lecture was not given much time . Also examples and applications are not enough .	Design\B pattern\I lecture\I was\O not\O given\O much\O time\O .\O Also\O examples\O and\O applications\O are\O not\O enough\O .\O	Design\O pattern\O lecture\O was\O not\B given\O much\O time\O .\O Also\O examples\O and\O applications\O are\O not\O enough\O .\O
431	Design pattern lecture was not given much time . Also examples and applications are not enough .	Design\O pattern\O lecture\O was\O not\O given\O much\O time\O .\O Also\O examples\B and\O applications\O are\O not\O enough\O .\O	Design\O pattern\O lecture\O was\O not\O given\O much\O time\O .\O Also\O examples\O and\O applications\O are\O not\B enough\I .\O
442	Design pattern lecture was not given much time . Also examples and applications are not enough .	Design\O pattern\O lecture\O was\O not\O given\O much\O time\O .\O Also\O examples\O and\O applications\B are\O not\O enough\O .\O	Design\O pattern\O lecture\O was\O not\O given\O much\O time\O .\O Also\O examples\O and\O applications\O are\O not\B enough\I .\O
450	It would be helpful for us if you can provide printed lecture notes ( slides ) .	It\O would\O be\O helpful\O for\O us\O if\O you\O can\O provide\O printed\B lecture\I notes\I (\O slides\O )\O .\O	It\O would\O be\O helpful\B for\O us\O if\O you\O can\O provide\O printed\O lecture\O notes\O (\O slides\O )\O .\O
461	It would be helpful for us if you can provide printed lecture notes ( slides ) .	It\O would\O be\O helpful\O for\O us\O if\O you\O can\O provide\O printed\O lecture\O notes\O (\O slides\B )\O .\O	It\O would\O be\O helpful\B for\O us\O if\O you\O can\O provide\O printed\O lecture\O notes\O (\O slides\O )\O .\O
470	Madam teached well .	Madam\B teached\I well\O .\O	Madam\O teached\O well\B .\O
480	it would be great have more attention to the projects since we have no idea at the begin how to start implement .	it\O would\O be\O great\O have\O more\O attention\O to\O the\O projects\B since\O we\O have\O no\O idea\O at\O the\O begin\O how\O to\O start\O implement\O .\O	it\O would\O be\O great\O have\O more\B attention\I to\O the\O projects\O since\O we\O have\O no\O idea\O at\O the\O begin\O how\O to\O start\O implement\O .\O
490	Some explanations were really hard to understand , but some students could . It would be better if the explanations were clear and simple enough such that even the student who are weak at the subject also get a chance to understand .	Some\B explanations\I were\O really\O hard\O to\O understand\O ,\O but\O some\O students\O could\O .\O It\O would\O be\O better\O if\O the\O explanations\O were\O clear\O and\O simple\O enough\O such\O that\O even\O the\O student\O who\O are\O weak\O at\O the\O subject\O also\O get\O a\O chance\O to\O understand\O .\O	Some\O explanations\O were\O really\B hard\I to\O understand\O ,\O but\O some\O students\O could\O .\O It\O would\O be\O better\O if\O the\O explanations\O were\O clear\O and\O simple\O enough\O such\O that\O even\O the\O student\O who\O are\O weak\O at\O the\O subject\O also\O get\O a\O chance\O to\O understand\O .\O
501	Some explanations were really hard to understand , but some students could . It would be better if the explanations were clear and simple enough such that even the student who are weak at the subject also get a chance to understand .	Some\O explanations\O were\O really\O hard\O to\O understand\O ,\O but\O some\O students\O could\O .\O It\O would\O be\O better\O if\O the\O explanations\B were\O clear\O and\O simple\O enough\O such\O that\O even\O the\O student\O who\O are\O weak\O at\O the\O subject\O also\O get\O a\O chance\O to\O understand\O .\O	Some\O explanations\O were\O really\O hard\O to\O understand\O ,\O but\O some\O students\O could\O .\O It\O would\O be\O better\O if\O the\O explanations\O were\O clear\B and\O simple\O enough\O such\O that\O even\O the\O student\O who\O are\O weak\O at\O the\O subject\O also\O get\O a\O chance\O to\O understand\O .\O
512	Some explanations were really hard to understand , but some students could . It would be better if the explanations were clear and simple enough such that even the student who are weak at the subject also get a chance to understand .	Some\O explanations\O were\O really\O hard\O to\O understand\O ,\O but\O some\O students\O could\O .\O It\O would\O be\O better\O if\O the\O explanations\B were\O clear\O and\O simple\O enough\O such\O that\O even\O the\O student\O who\O are\O weak\O at\O the\O subject\O also\O get\O a\O chance\O to\O understand\O .\O	Some\O explanations\O were\O really\O hard\O to\O understand\O ,\O but\O some\O students\O could\O .\O It\O would\O be\O better\O if\O the\O explanations\O were\O clear\O and\O simple\B enough\O such\O that\O even\O the\O student\O who\O are\O weak\O at\O the\O subject\O also\O get\O a\O chance\O to\O understand\O .\O
520	It is better if the presentation slides are provided before the lecture . Then we can study it before coming to the lecture .	It\O is\O better\O if\O the\O presentation\B slides\I are\O provided\O before\O the\O lecture\O .\O Then\O we\O can\O study\O it\O before\O coming\O to\O the\O lecture\O .\O	It\O is\O better\O if\O the\O presentation\O slides\O are\O provided\B before\O the\O lecture\O .\O Then\O we\O can\O study\O it\O before\O coming\O to\O the\O lecture\O .\O
531	Everything is good.need more Worked examples	Everything\O is\O good.need\O more\O Worked\B examples\I	Everything\O is\O good\O .\O need\B more\I Worked\O examples\O
540	Better if you can slow down the speed of the lectures .	Better\O if\O you\O can\O slow\O down\O the\O speed\O of\O the\O lectures\B .\O	Better\O if\O you\O can\O slow\B down\O the\O speed\O of\O the\O lectures\O .\O
550	Project was a good experience .	Project\B was\O a\O good\O experience\O .\O	Project\O was\O a\O good\B experience\O .\O
560	As a whole the lecture series was good .	As\O a\O whole\B the\I lecture\I series\I was\O good\O .\O	As\O a\O whole\O the\O lecture\O series\O was\O good\B .\O
570	It would have been better if things like design patterns were taught before , so that we would have more time to try to use them in our project . This module is great because we get to implement what we learn and realize the value of them : )	It\O would\O have\O been\O better\O if\O things\O like\O design\O patterns\O were\O taught\O before\O ,\O so\O that\O we\O would\O have\O more\O time\O to\O try\O to\O use\O them\O in\O our\O project\O .\O This\B module\I is\O great\O because\O we\O get\O to\O implement\O what\O we\O learn\O and\O realize\O the\O value\O of\O them\O :\O )\O	It\O would\O have\O been\O better\O if\O things\O like\O design\O patterns\O were\O taught\O before\O ,\O so\O that\O we\O would\O have\O more\O time\O to\O try\O to\O use\O them\O in\O our\O project\O .\O This\O module\O is\O great\B because\O we\O get\O to\O implement\O what\O we\O learn\O and\O realize\O the\O value\O of\O them\O :\O )\O
581	It would have been better if things like design patterns were taught before , so that we would have more time to try to use them in our project . This module is great because we get to implement what we learn and realize the value of them : )	It\O would\O have\O been\O better\O if\O things\O like\O design\O patterns\O were\O taught\O before\O ,\O so\O that\O we\O would\O have\O more\O time\O to\O try\O to\O use\O them\O in\O our\O project\O .\O This\O module\O is\O great\O because\O we\O get\O to\O implement\O what\O we\O learn\O and\O realize\O the\O value\O of\O them\B :\O )\O	It\O would\O have\O been\O better\O if\O things\O like\O design\O patterns\O were\O taught\O before\O ,\O so\O that\O we\O would\O have\O more\O time\O to\O try\O to\O use\O them\O in\O our\O project\O .\O This\O module\O is\O great\O because\O we\O get\O to\O implement\O what\O we\O learn\O and\O realize\B the\I value\I of\O them\O :\O )\O
592	It would have been better if things like design patterns were taught before , so that we would have more time to try to use them in our project . This module is great because we get to implement what we learn and realize the value of them : )	It\O would\O have\O been\O better\O if\O things\O like\O design\O patterns\O were\O taught\O before\O ,\O so\O that\O we\O would\O have\O more\O time\O to\O try\O to\O use\O them\O in\O our\O project\O .\O This\O module\O is\O great\O because\O we\O get\O to\O implement\O what\B we\I learn\I and\O realize\O the\O value\O of\O them\O :\O )\O	It\O would\O have\O been\O better\O if\O things\O like\O design\O patterns\O were\O taught\O before\O ,\O so\O that\O we\O would\O have\O more\O time\O to\O try\O to\O use\O them\O in\O our\O project\O .\O This\O module\O is\O great\O because\O we\O get\O to\O implement\B what\O we\O learn\O and\O realize\O the\O value\O of\O them\O :\O )\O
600	Lecture series was good	Lecture\B series\I was\O good\O	Lecture\O series\O was\O good\B
